cid  ;ano;aaua;nvt;rm;abt;eec;cmp;pibpc;att;mert;dd;at;dsmc;fvt;meit;mct;cavt;mpet;vhd;meft;lat;vlc;vhct;mem;ipdm;mep;hiv;obit;bcg;hepa;hepb;poli;fa;dmt;rota;meni;pne;tri;tet;dtp;tpb;papi;cvdt;cvta;aaq;saldo;class
Guaporema;2014;584;21;12265282,37;;4496;436;21124;1;422;11,41;200,755;552,6;1045;101;61;98642;40;1;234;;;;87;0,7044;;;18;110,53;131,58;94,74;89,47;89,47;12544140,46;94,74;115,79;94,74;126,32;73,68;94,74;94,74;98,04;;;;-278858,090000002;negativo
Guaraci;2014;1772;57;;;14915;1354;16647;2;1167;25,45;212,304;459,84;2503;205;95;290330;110;;731;;;;231;0,7074;;;49;121,57;41,18;133,33;131,37;105,88;;129,41;145,1;139,22;113,73;76,47;135,29;133,33;91,2;13,73;;;0;positivo
Guaraniaçu;2014;3309;172;34297138,79;4;22553;2941;19978;13;3102;11,44;1240,063;427,51;7087;452;210;482908;242;4;1969;;;4;681;0,715;;;101;61,86;14,43;53,61;43,3;39,69;39857258,73;56,7;50,52;46,39;79,38;19,07;53,61;53,61;29,69;;;;-5560119,94;negativo
Guarapuava;2014;58185;2924;281072199,7;14;432550;24891;25641;719;41582;55,69;3177,598;252,7;90379;4876;1879;9028482;2997;51;26822;1;;23;7879;0,762;2005;37;1109;103,58;27,2;100,04;120,04;77,99;287499592,65;102,82;96,53;99,31;108,56;52,94;99,93;98,94;92,46;32,98;5,3;2;-6427392,94999999;negativo
Guaraqueçaba;2014;956;78;19748836,61;1;6851;1646;8723;1;1959;3,45;2315,733;176,1;665;145;100;150134;45;;1447;;;;367;0,5463;;;37;69,15;12,77;125,53;118,09;95,74;18849789,52;100;113,83;111,7;104,26;85,11;125,53;125,53;60,16;;;;899047,09;positivo
Guaratuba;2014;23563;562;95059063,49;5;112492;3097;15004;172;8614;26,17;1328,48;117,73;13409;1767;623;3804949;1144;19;5444;;;2;1368;0,6585;35;21;230;111,48;22,13;114,34;107,58;87,09;91931810,8;109,02;105,94;108,61;115,98;45,08;113,73;113,73;78,56;39,55;1,43;1;3127252,69;positivo
Honório Serpa;2014;898;83;16325581,44;;13399;1091;27860;16;1311;11,58;503,674;427,23;2549;154;68;136852;86;1;867;;;;290;0,7046;;;35;103,85;58,97;98,72;106,41;93,59;21075124,76;111,54;106,41;98,72;102,56;87,18;98,72;98,72;86,63;57,69;10,26;;-4749543,32;negativo
Ibaiti;2014;9628;366;43420427,14;5;51632;3934;15314;69;6520;33,84;900,233;295,6;13159;998;394;1460908;604;1;4181;;;5;1268;0,7047;73;6;227;90,57;61,54;86,85;84,12;101,74;32323448,92;83,13;91,32;80,15;115,63;81,89;87,1;86,85;104,59;47,39;0,25;1;11096978,22;positivo
Ibema;2014;2065;98;15996711,12;;20546;618;21694;8;1651;42,18;150,039;452;2692;340;122;286373;218;2;1023;;;1;288;0,7776;;1;41;65,74;50;98,15;96,3;87,96;16828838,19;89,81;92,59;99,07;100,93;58,33;98,15;98,15;104,09;;;;-832127,070000002;negativo
Ibiporã;2014;19837;686;141127655,34;5;133207;9043;43353;98;11664;173,33;298,87;407,27;27606;2513;1318;3545990;1195;14;6717;;;6;2195;0,773;239;7;319;113,92;59,35;83,83;81,01;80,17;118396302,78;89,03;84,81;83,4;72,71;88,61;83,83;83,83;85,08;45,71;0,28;;22731352,56;positivo
Icaraíma;2014;3162;105;21212612,43;3;20354;929;20349;15;1808;12,57;693,684;648,77;4784;258;44;524597;214;2;1133;;;2;417;0,6596;;2;85;104,63;60,19;100;22,22;100;19767863,42;94,44;105,56;100;78,7;95,37;100;100;97,64;22,22;;1;1444749,01;positivo
Iguaraçu;2014;1898;78;16368298,71;1;13052;808;25732;3;928;25,98;163,247;435,24;2275;238;154;322400;84;2;527;;;;163;0,7536;;1;32;138,18;47,27;105,45;92,73;98,18;15747925,44;112,73;118,18;105,45;107,27;61,82;105,45;105,45;104,88;;;1;620373,270000001;positivo
Iguatu;2014;686;34;12871466,65;;2935;308;26767;;505;21,4;107,466;550,73;1011;101;40;101923;61;;290;;;;114;0,7715;;;17;;66,67;200;175;166,67;12170187,38;250;266,67;200;91,67;91,67;200;200;77,05;;;;701279,27;positivo
Imbaú;2014;3316;198;;2;12705;739;10824;;2767;37,09;330,154;217,9;4506;307;56;467260;251;3;1951;;;2;509;0,6341;;2;79;91,4;18,82;77,96;66,67;68,82;19672367,29;76,88;80,11;78,49;80,65;44,09;77,96;77,96;84,18;;;;-19672367,29;negativo
Imbituva;2014;8008;462;60789653,18;5;65031;5410;22082;34;6636;40,49;758,479;174,3;14631;653;204;1132887;449;2;4804;;;4;1179;0,7087;;4;179;178,63;28,22;148,76;148,76;133,2;52689696,77;147,3;148,34;144,61;146,89;79,88;148,76;148,76;160,47;34,65;;;8099956,41;positivo
Inácio Martins;2014;2209;151;32530474,15;2;12160;1178;11624;18;2660;12,06;936,592;205,14;3419;251;69;307301;182;1;1899;;;;510;0,6308;;;68;114,29;33,54;119,25;120,5;106,83;26982447,41;114,29;112,42;128,57;144,1;92,55;119,25;119,25;169,55;54,66;;;5548026,74;positivo
Inajá;2014;1181;36;9369468,33;;6043;760;13542;;640;16;194,374;517,53;1381;141;50;190409;91;1;362;;;1;137;0,7447;;;21;89,47;50;136,84;123,68;110,53;9105119,95;113,16;123,68;123,68;105,26;52,63;131,58;131,58;88;;;;264348,380000001;positivo
Indianópolis;2014;1507;46;15624793,14;;18509;1280;83849;12;951;36,58;122,187;530,03;2713;220;135;238396;85;;560;;;;171;0,7905;;1;41;86,67;83,33;106,67;100;91,67;14772081,9;93,33;98,33;106,67;115;78,33;106,67;106,67;63,83;;;;852711,24;positivo
Ipiranga;2014;2176;199;32748115,07;2;20757;2298;25660;6;3247;16,07;926,955;167,02;6684;424;104;313999;320;2;2168;1;;1;620;0,6279;35;;94;87,24;76,02;96,43;95,41;73,47;33803270,17;93,88;93,37;93,88;87,24;81,12;96,43;96,43;89,69;40,31;0,51;;-1055155,1;negativo
Iporã;2014;5148;185;35091717,83;4;32575;2849;19968;59;2910;23;651,329;619,41;8917;465;211;830067;254;5;1843;;;3;602;0,6747;;6;135;89,85;29,95;67,01;59,39;65,48;34563816,53;71,57;67,01;67,51;95,43;47,72;67,01;67,01;83,14;;;;527901,299999997;positivo
Iracema do Oeste;2014;808;25;12872525,89;;4544;555;25035;1;463;30,77;82,453;569,09;1298;84;38;124882;46;;296;;;;83;0,6729;;;16;60;14,29;42,86;40;40;11242204,98;71,43;51,43;40;40;65,71;42,86;42,86;100;;;;1630320,91;positivo
Irati;2014;18126;833;114306310,31;5;108456;1400;23688;267;12967;59,62;995,289;150,34;32356;1483;798;2693303;685;4;7844;1;;15;2779;0,7551;861;5;405;108,86;48,68;107,28;105,29;98,15;99873682,06;105,56;106,61;102,12;108,07;67,2;107,67;105,95;107,2;48,94;0,26;;14432628,25;positivo
Iretama;2014;2795;133;23625929,76;3;15131;311;18127;7;2522;18,88;568,33;392,3;4631;411;211;431203;200;2;1588;;;3;523;0,7037;;2;88;93,57;70;97,14;85;86,43;23726308,12;80;90;96,43;86,43;79,29;97,14;97,14;159,71;;;;-100378,359999999;negativo
Itaguajé;2014;1503;71;16310645,32;1;6750;570;13640;7;1084;24,39;190,614;520,67;2687;208;106;250816;102;1;679;;;3;197;0,6649;;2;30;116,67;56,25;95,83;85,42;70,83;15083022,43;112,5;110,42;95,83;66,67;33,33;95,83;95,83;60,8;;;;1227622,89;positivo
Itaipulândia;2014;3136;146;63334482,82;1;34184;2293;29569;38;2357;30,26;332,317;617,71;5603;580;402;489755;178;;1434;;;;343;0,7973;;3;81;97,35;58,94;123,84;123,84;113,91;61730016,24;109,93;119,21;110,6;113,91;80,13;123,84;123,84;109,13;37,75;;;1604466,58;positivo
Itambaracá;2014;2154;72;15920056,93;;8960;1125;14635;5;1348;33,19;206,933;419,45;2980;270;73;402000;197;2;817;;;;261;0,6609;;;50;91,25;66,25;96,25;96,25;100;15610491,69;87,5;93,75;98,75;103,75;82,5;96,25;96,25;110,69;65;8,75;;309565,24;positivo
Itambé;2014;2350;76;15997213,51;2;10664;417;22957;7;1240;25,29;244,439;432,97;3613;303;91;374646;212;;726;;;1;211;0,7318;;1;46;43,28;79,1;88,06;82,09;88,06;15413829,75;89,55;92,54;89,55;95,52;76,12;88,06;88,06;110,17;;;1;583383,76;positivo
Itapejara d'Oeste;2014;3194;146;28060055,21;2;48269;1359;30544;25;2227;44,59;254,207;443,86;6225;436;159;467875;277;;1309;;;1;482;0,7784;;;76;117,69;21,54;104,62;115,38;94,62;25824628,17;101,54;99,23;113,85;125,38;77,69;104,62;104,62;86,85;42,31;;;2235427,04;positivo
Itaperuçu;2014;6809;537;40565414,85;2;30432;6028;16803;30;5774;82,37;320,158;30,76;11100;721;166;1013040;555;12;4373;;;1;680;0,5595;;2;145;146,77;33,63;126,06;179,96;36,3;38361917,83;106,46;105,12;90,87;169,71;6,24;126,06;126,06;280,89;71,05;84,19;;2203497,02;positivo
Itaúna do Sul;2014;1239;59;12008329,84;1;4262;1216;17192;12;770;26,6;128,223;584,35;1757;140;53;206487;87;;490;;;1;140;0,6142;;;28;116,07;80,36;112,5;105,36;87,5;10963657,16;116,07;112,5;110,71;100;35,71;110,71;110,71;169,51;;;;1044672,68;positivo
Ivaí;2014;2416;190;24397575,53;3;15164;618;16293;12;2877;22,22;609,538;204,68;6602;176;;338154;176;5;2088;;;;613;0,5504;;;79;101,05;80,53;90,53;82,63;80;22863126,77;84,74;90;90;95,26;88,95;90,53;90,53;118,11;74,74;11,58;;1534448,76;positivo
Ivaiporã;2014;12059;420;55596210,09;4;45249;3372;17630;65;7261;75,24;434,662;384,07;19924;1250;540;1999679;710;2;3956;;;3;1585;0,7457;470;4;244;110,92;79,37;101,46;89,32;88,59;61293665,04;104,61;101,46;99,76;65,78;57,28;100,97;100,97;98,97;36,41;8,25;;-5697454,95;negativo
Ivaté;2014;2549;109;18224682,97;1;10963;1397;21885;7;1454;19,34;411,563;619,84;3975;209;64;403223;145;4;951;;;4;294;0,779;;;53;81,2;45,3;77,78;61,54;50,43;18048516,57;70,09;73,5;75,21;62,39;17,95;77,78;77,78;88,96;;;1;176166,399999999;positivo
Ivatuba;2014;823;31;14559014,27;;5737;42;23113;;967;33,45;95,076;469,93;1221;167;73;153100;94;1;492;;;5;308;0,8263;;;20;60;25;125;115;120;14471762,25;130;160;115;155;80;125;125;91,03;;;;87252,0199999996;positivo
Jaboti;2014;1632;46;15156680,23;;6089;860;13187;8;1068;37,17;138,969;314,72;2124;174;70;237665;104;;666;;;;228;0,74;;2;35;94,44;51,39;104,17;104,17;108,33;13052357,72;93,06;104,17;104,17;93,06;94,44;104,17;104,17;105,51;63,89;;;2104322,51;positivo
Jacarezinho;2014;14081;588;;5;93534;10042;22209;230;9806;66,71;603,111;385,6;20187;1540;967;2646806;573;2;5785;;;6;1828;0,7823;653;11;329;97,81;77,37;106,57;106,39;106,2;;97,26;105,11;106,39;128,65;93,8;106,57;106,39;87,65;52,01;2,55;;0;positivo
Jaguapitã;2014;5022;164;;5;84694;2575;52326;20;2713;27,29;478,452;437,43;6455;510;99;965000;411;1;1630;;;;573;0,7579;;2;113;136,2;99,39;128,22;119,63;90,18;;128,22;117,79;96,32;126,99;23,93;128,22;128,22;82,01;;;1;0;positivo
Jaguariaíva;2014;12510;619;64893848,32;4;649899;;36442;41;8061;23,54;1456,401;228,75;15194;908;329;1704000;579;4;5142;;1;7;1682;0,7113;329;1;229;97,94;56,7;84,54;110,14;91,75;61811289,17;78,87;91,07;83,16;112,71;85,74;84,54;84,54;85,79;40,72;5,84;;3082559,15;positivo
Jandaia do Sul;2014;8039;255;42115569,82;5;38082;4735;29622;73;4285;112,51;187,811;382,6;13047;859;396;1332891;463;1;2440;;;8;920;0,8075;66;;170;107,26;79,06;102,99;111,97;94,87;50189291,07;105,56;103,85;104,7;135,04;92,31;103,85;102,99;109,72;55,98;14,96;;-8073721,25;negativo
Janiópolis;2014;2085;79;18654463,83;1;8014;1233;21247;18;1221;18,44;337,687;492,92;3087;260;94;315573;166;;751;;;1;210;0,7627;;;59;112,12;51,52;107,58;101,52;104,55;18161814,47;113,64;100;103,03;92,42;72,73;107,58;107,58;117,01;;;;492649,359999999;positivo
Japira;2014;1202;61;14011896,43;;5995;962;14023;12;996;26,79;189,08;303,63;1715;146;97;179117;49;;659;;;;191;0,6719;;1;44;92,98;24,56;94,74;92,98;87,72;14825495,2;103,51;107,02;92,98;121,05;119,3;94,74;94,74;103,31;85,96;5,26;;-813598,77;negativo
Japurá;2014;3402;101;23548744,39;1;23221;1223;18380;8;1669;54,62;166,515;528,54;5303;280;101;556000;179;;1021;;;;368;0,7781;;1;59;130,67;41,33;100;101,33;78,67;20354575,65;121,33;114,67;101,33;110,67;62,67;98,67;98,67;103,43;;;;3194168,74;positivo
Jardim Alegre;2014;3080;161;25023769,22;3;14458;2496;15654;18;2407;29,89;410,772;381,66;6365;317;98;483748;219;;1446;;1;;605;0,6822;39;1;91;114,84;21,29;89,03;83,87;70,97;26393275,24;96,13;90,97;90,97;97,42;38,06;88,39;88,39;43,26;;;1;-1369506,02;negativo
Jardim Olinda;2014;640;19;11427476,51;;2264;87;19666;;358;11,02;128,473;539,47;1014;99;60;104000;39;;195;;;;64;0,6862;;;13;110;20;80;85;70;11012836,88;70;85;90;90;60;80;80;94,29;;;;414639,629999999;positivo
Jataizinho;2014;4429;206;;2;24389;2875;16205;;3020;76,84;161,977;399,69;6572;513;220;748450;293;;1905;;;;602;0,7185;;;98;116,46;79,11;123,42;120,89;100;;127,22;127,22;122,78;108,86;55,7;124,05;123,42;102,6;;;;0;positivo
Jesuítas;2014;2866;109;19697812,95;2;25567;1026;28512;12;1681;36,18;249,207;578,32;5585;288;124;438457;164;;1063;;;;330;0,7413;;;72;132,29;63,54;98,96;92,71;84,38;18440541,53;114,58;104,17;88,54;68,75;6,25;98,96;98,96;73,26;;;;1257271,42;positivo
Joaquim Távora;2014;4074;184;25311905,06;4;45221;1997;40557;12;2210;39,56;289,337;336,25;5450;469;216;617585;253;1;1359;;;3;382;0,7811;;1;87;143,41;95,35;140,31;137,98;109,3;23035493,65;135,66;145,74;140,31;108,53;92,25;140,31;140,31;102,43;64,34;10,85;;2276411,41;positivo
Jundiaí do Sul;2014;996;41;11686360,78;;4903;123;17856;1;696;10,85;319,744;354,35;1089;129;63;146822;66;;420;;;;147;0,7054;;1;24;111,11;30,56;111,11;102,78;83,33;11423484,36;111,11;122,22;100;50;83,33;111,11;111,11;156,25;47,22;5,56;;262876,42;positivo
Juranda;2014;2735;91;19810307,98;1;13206;2202;33523;6;1533;22,35;345,757;516,44;4749;280;183;426191;97;1;949;;;6;304;0,7278;;;58;104,26;51,06;107,45;103,19;103,19;20184072,87;103,19;110,64;106,38;117,02;97,87;107,45;107,45;184,66;;;;-373764,890000001;negativo
Jussara;2014;2822;92;20748282,27;;15635;1631;25391;8;1350;33,37;207,709;514,61;3801;296;112;625200;184;2;814;;;;240;0,8075;;1;45;104,4;74,73;92,31;84,62;80,22;21924580,94;89,01;81,32;94,51;101,1;79,12;92,31;92,31;97,48;;;1;-1176298,67;negativo
Kaloré;2014;1700;49;15873546,65;;5577;1159;18998;5;794;23,07;193,908;374,45;2586;187;110;230000;77;;465;;;1;142;0,7693;;;43;106,67;93,33;108,89;104,44;102,22;14921597,93;111,11;95,56;113,33;120;42,22;108,89;108,89;104,71;;;;951948,720000001;positivo
Lapa;2014;12217;637;110566555,6;5;111828;3159;27728;120;9918;22,55;2097,751;72,1;22942;1162;612;1787068;550;8;6525;3;;;2128;0,7507;103;6;286;87,66;48,23;75,74;77,59;50,5;97123737,71;73,62;82,27;74,61;73,33;45,67;75,74;75,74;156,7;41,13;;;13442817,89;positivo
Laranjal;2014;834;87;15886190,88;1;4674;1680;10645;;1625;11,36;558,013;415,45;1718;139;93;120655;46;3;1184;;;1;302;0,6242;;1;29;86,73;61,22;95,92;93,88;81,63;16477483,91;89,8;93,88;96,94;90,82;127,55;95,92;95,92;129,77;29,59;16,33;;-591293,029999999;negativo
Laranjeiras do Sul;2014;10035;535;69240710,11;5;51442;4703;17645;61;7371;47,58;673,313;361,48;15544;1336;619;1447774;717;7;4547;2;;4;1450;0,7315;38;7;219;107,35;77,14;102,86;103,06;89,39;62093270,01;97,76;101,43;106,53;95,51;116,12;102,86;102,86;102,3;56,33;3,88;;7147440,1;positivo
Leópolis;2014;1148;52;14115242,89;;6790;700;19797;7;808;12,09;345,957;416,32;1705;163;66;189064;97;;493;1;;1;152;0,7234;;;35;254,17;87,5;150;154,17;141,67;12503537,38;162,5;191,67;170,83;154,17;66,67;150;150;93,94;104,17;;;1611705,51;positivo
Lidianópolis;2014;1113;46;12537660,81;;4632;852;13352;1;767;25,12;152,533;371,86;2091;168;66;174085;102;1;415;;;2;184;0,7198;;;32;89,74;41,03;87,18;61,54;53,85;14015512,34;94,87;76,92;79,49;56,41;33,33;84,62;84,62;73,42;;;;-1477851,53;negativo
Lindoeste;2014;1213;73;16569827,87;;7432;1009;30215;2;1327;14,53;360,991;537,85;2529;268;172;187063;96;;797;;;;262;0,7313;;;24;22,22;31,75;134,92;125,4;119,05;16238952,89;134,92;120,63;138,1;133,33;82,54;134,92;134,92;91,91;;;;330874,979999999;positivo
Loanda;2014;8327;329;51886435,7;4;55252;2946;20616;67;4909;31,18;719,86;576,4;13619;1049;523;1399290;526;4;2710;2;1;9;968;0,7038;182;1;184;90,03;46,72;82,34;79,77;74,64;50507368,15;85,75;87,46;82,91;79,2;43,02;82,34;82,34;91,77;;;1;1379067,55;positivo
Lobato;2014;2195;57;17764943,05;1;15463;514;30377;;936;19,42;239,801;467,44;2514;259;159;330000;100;;490;;;;187;0,7689;;;47;79,31;51,72;100;100;89,66;17383006,79;84,48;93,1;100;100;82,76;100;100;108,79;;;;381936,260000002;positivo
Londrina;2014;226915;7258;1390870502,25;91;1432381;26934;29136;2184;112976;327,78;1656,606;377,77;357795;19144;5897;38903584;13247;93;63970;2;;11;21739;0,8337;8123;114;3529;114,55;72,83;92,48;91;81,93;1351421592,37;95,82;102,66;93,92;88,93;70,53;93,3;90,23;87,67;21,9;9,83;3;39448909,8800001;positivo
Luiziana;2014;2047;94;24250134,12;1;10297;1855;34200;7;1516;8,23;908,788;428,04;2684;185;54;311284;131;;1059;;;;272;0,6988;;1;55;78,2;56,39;94,74;92,48;85,71;21753693,48;85,71;87,22;96,99;94,74;64,66;94,74;94,74;108,7;;;;2496440,64;positivo
Lunardelli;2014;1450;59;14817902,9;;5396;930;11151;4;1007;25,93;198,929;388,21;2604;135;45;225218;90;;576;;;7;296;0,7007;;;42;78,08;42,47;67,12;82,19;72,6;13635918,22;76,71;67,12;65,75;71,23;49,32;67,12;67,12;204,69;46,58;60,27;1;1181984,68;positivo
Lupionópolis;2014;1883;52;16033472,97;1;7373;191;14374;2;1118;40,2;120,194;488,44;2641;249;117;313543;132;;655;;;;214;0,6922;;;45;116;80;90;90;88;14919204,19;96;104;96;100;104;92;90;96;;;;1114268,78;positivo
Mallet;2014;3362;163;27307465,63;3;115688;514;50035;20;2562;18,66;724,479;209,15;6524;274;136;465912;138;1;1723;;;1;565;0,7277;;;104;100;46,86;100;100;85,71;27645842,55;90,86;100;100;96,57;76,57;100;100;126,28;56,57;;;-338376,920000002;negativo
Mamborê;2014;4382;187;25567921,86;4;28204;1864;32035;10;2741;17,9;782,904;481,3;8736;462;95;649305;367;4;1686;;;2;593;0,7178;;2;103;122,86;78,86;101,14;99,43;93,14;39474363,01;89,14;108;105,71;97,71;71,43;101,14;101,14;92,58;;;;-13906441,15;negativo
Mandaguaçu;2014;8504;295;46713998,05;5;35674;1678;18747;31;4631;72,99;293,436;445;11548;1118;587;1362617;531;3;2651;;1;3;784;0,7605;78;3;125;107,11;25,1;124,69;109,21;105,44;45175665,2;124,27;123,43;119,67;128,03;87,03;124,69;124,69;84,72;36,4;5,44;;1538332,84999999;positivo
Mandaguari;2014;13841;455;73568876,75;5;109988;2385;33722;150;7321;101,54;336,323;390,8;20872;1540;722;2116018;818;4;4123;;;3;1467;0,798;191;4;226;114,04;63,66;111,03;106,27;104,51;73749698,81;106,27;111,28;104,26;114,29;83,46;110,78;110,53;97,66;37,09;2,26;;-180822,060000002;negativo
Mandirituba;2014;4511;405;48459013,33;4;53359;1658;23361;18;5395;64,28;381,392;45,7;12518;754;242;724446;512;8;3673;;;17;968;0,6776;;3;170;114,96;68,77;72,18;76,9;81,1;49830968,61;86,88;103,67;81,63;101,84;60,89;76,9;72,18;140,25;21,52;18,11;;-1371955,28;negativo
Manfrinópolis;2014;348;38;11617953,05;;5141;363;15266;5;664;13,91;215,965;539,29;1208;82;28;49781;54;;427;;;;155;0,7;;;17;103,57;32,14;67,86;85,71;82,14;12170232,05;96,43;96,43;89,29;60,71;7,14;67,86;67,86;110,39;;;;-552279;negativo
Mangueirinha;2014;3791;270;53448052,61;4;24266;2996;51685;15;4008;16,18;1073,311;408,39;8180;561;316;554168;245;3;2732;;;6;715;0,7141;;1;74;111,76;46,64;124,37;123,95;101,26;53191155,29;125,63;124,37;124,79;165,13;135,71;124,37;124,37;139,53;60,92;1,26;;256897,32;positivo
Manoel Ribas;2014;3018;192;32191872,57;3;19265;2180;21311;8;3209;23,87;571,282;332,88;6861;520;106;471791;414;1;2011;;;4;543;0,6256;135;;119;89,47;27,27;102,39;103,35;111,96;30142229,58;93,3;85,65;104,31;95,69;65,55;102,39;102,39;106,54;200,48;5,74;1;2049642,99;positivo
Marechal Cândido Rondon;2014;19981;654;128270223,23;5;197120;917;35740;429;10074;67,22;748,281;584,52;37190;2018;1013;4169445;1005;9;5829;;;9;2066;0,8369;161;8;298;114,34;43,54;103,19;95,22;101,42;122415417,01;103,54;106,37;102,3;104,07;79,47;102,83;102,65;91,4;35,58;18,58;1;5854806,22;positivo
Maria Helena;2014;1899;86;16097919,85;;7642;1205;11198;12;1038;12,42;483,67;592,79;2679;144;22;293299;122;3;664;;;;230;0,624;;;47;158,49;60,38;135,85;132,08;126,42;16062030,08;147,17;130,19;135,85;122,64;66,04;135,85;135,85;54,41;;;;35889,7699999996;positivo
Marialva;2014;11422;454;;5;86904;2743;31426;94;6978;71,76;475,128;405,52;22090;1085;230;2801820;855;3;4431;;1;5;1401;0,7751;61;3;185;94,18;71,59;98,21;98,21;112,98;;94,18;102,24;102,24;104,7;61,07;98,43;98,21;112,46;32,44;2,91;;0;positivo
Marilândia do Sul;2014;2540;128;;1;16352;1925;24220;4;1708;23,71;383,146;336,86;4794;213;32;405130;181;;1101;;;1;394;0,7256;;;65;121,7;96,23;126,42;121,7;108,49;;111,32;116,98;126,42;116,98;74,53;127,36;126,42;105;;;;0;positivo
Marilena;2014;2107;125;16725634,59;;11378;2341;13459;31;1587;32,99;215,761;575,83;3697;374;193;348427;181;2;965;;;2;248;0,7305;;1;48;122,02;98,17;90,83;80,73;100,92;15860606,18;97,25;97,25;88,99;97,25;40,37;90,83;90,83;190,74;4,59;;;865028,41;positivo
Mariluz;2014;3131;159;27474307,61;2;10732;2272;15774;7;2252;24,59;428,329;543,38;4487;267;113;510000;154;4;1550;1;;;435;0,6498;;;65;114;56,67;105,33;98,67;82,67;26661727,22;102,67;99,33;106;108,67;44;105,33;105,33;105,69;;;;812580,390000001;positivo
Maringá;2014;156657;4922;1031039812,44;64;1140925;47377;36337;4088;78000;805,25;486,433;423,6;297717;16097;7873;26895445;8224;51;43426;1;;46;14694;0,8521;3783;106;2111;117,44;75,6;103,87;105,12;91,22;974055360,22;103,39;103,76;104,85;108,93;86,01;104,1;103,37;92,67;45,42;14,83;1;56984452,22;positivo
Mariópolis;2014;1806;90;21855772,65;2;16100;986;30256;13;1272;28,42;230,769;432,56;3453;177;91;277857;86;1;867;;;2;228;0,7292;;1;32;157,89;75,44;171,93;170,18;164,91;20668790,87;163,16;171,93;171,93;150,88;94,74;171,93;171,93;125,35;;;;1186981,78;positivo
Maripá;2014;1695;61;22902838,07;1;31845;1502;48763;8;1151;20,21;287,047;579,98;3938;257;124;270609;133;;691;;;1;203;0,8076;;;29;110,17;67,8;98,31;98,31;127,12;23800288,26;100;89,83;103,39;130,51;94,92;98,31;98,31;104,55;55,93;8,47;;-897450,190000001;negativo
Marmeleiro;2014;3635;175;35506552,93;4;26422;2763;21399;36;2945;37,12;388,864;479,7;8513;443;170;537352;273;5;1938;;;3;564;0,6939;;2;99;171,07;110,69;179,87;171,7;159,75;33446682,97;181,13;179,87;181,76;163,52;113,21;179,87;179,87;89,4;62,26;2,52;;2059869,96;positivo
Marquinho;2014;626;72;;;4166;1089;12679;4;1186;9,64;510,307;400,04;1715;146;101;88692;45;1;802;;;;238;0,6394;;;18;128,99;126,09;130,43;127,54;111,59;;142,03;126,09;131,88;131,88;73,91;130,43;130,43;169,33;72,46;2,9;;0;positivo
Marumbi;2014;1500;66;13761948,06;;6315;1287;12670;3;1012;22,57;210,412;390,45;2323;223;99;120000;124;;498;;;1;291;0,758;;1;21;187,72;82,46;177,19;157,89;126,32;14730327,29;168,42;170,18;140,35;138,6;68,42;177,19;177,19;134,95;15,79;;;-968379,229999999;negativo
Matelândia;2014;4800;252;48720115,12;4;97314;4755;40079;26;3663;26,77;642,03;560,9;10410;721;392;785451;329;6;2299;;;11;643;0,7578;;5;132;90,04;48,61;86,85;80,08;81,67;49359054,92;85,66;87,25;89,24;89,64;53,39;86,45;86,45;87,01;;;;-638939,800000004;negativo
Matinhos;2014;31128;470;92537925,77;5;94948;5204;17238;69;8181;275,84;116,544;109,1;12833;1502;628;4833971;874;17;5238;;;1;1403;0,7209;38;6;236;94,89;37,22;92,43;95,71;75,26;82685193,6;94,07;104,7;89,57;109,41;53,17;92,43;92,43;78,16;40,49;1,64;;9852732,17;positivo
Mato Rico;2014;524;36;13757961,84;;2555;656;16980;2;806;9,37;396,589;401,48;1203;107;51;75542;56;;519;;;;180;0,65;;;31;87,5;50;65;62,5;82,5;13348702,05;65;57,5;70;95;82,5;65;65;220,48;;;;409259,789999999;positivo
Mauá da Serra;2014;2944;181;23187282,8;1;36617;2037;25647;10;2242;87,43;109,051;311,4;4094;451;170;423633;281;2;1388;;;3;403;0,7093;;;51;119,02;68,1;102,45;93,87;85,89;23030346,94;96,93;90,18;98,16;87,12;42,33;101,84;101,84;99,21;;;;156935,859999999;positivo
